ARCHIVO GENERADO AUTOMÁTICAMENTE POR unir_logs.py
Fecha de generación: 2026-07-21 14:26:32
[2026-07-21 13:09:22.614] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.615] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.616] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.619] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.620] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.622] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.624] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.628] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.628] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.630] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.649] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.649] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.651] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.656] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.657] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.661] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.662] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.663] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.665] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.668] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.668] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.671] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.674] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.675] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.678] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.695] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.695] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.698] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.704] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.704] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.708] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.709] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.710] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.712] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.715] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.716] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.718] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.720] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.721] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.723] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.727] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.727] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.731] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.747] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.747] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.750] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.754] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.756] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.759] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.760] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.761] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.763] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.766] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.766] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.770] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.773] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.773] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.777] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.792] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.793] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.796] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.802] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.803] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.806] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.808] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.809] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.812] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.815] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.815] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.817] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.820] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.821] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.824] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.826] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.827] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.830] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.848] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.849] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.852] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.858] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.858] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.861] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.862] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.864] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.866] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.869] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.870] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.872] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.874] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.876] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.879] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.893] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.894] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.897] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.904] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.904] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.907] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.909] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.910] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.913] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.914] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.915] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.917] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.920] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.921] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.924] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.927] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.927] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.930] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.948] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.948] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:22.951] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.957] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.958] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:22.960] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.962] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.962] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.966] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.968] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.969] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:22.972] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.974] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.974] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:22.978] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:22.995] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:22.996] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:22.999] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.004] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.005] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.007] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.009] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.010] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:23.013] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.015] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.015] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.019] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.022] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.022] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:23.024] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.027] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.027] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.031] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.050] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.051] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:23.054] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.060] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.061] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:23.064] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.066] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.067] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.069] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.071] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.073] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:23.076] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.079] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.080] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.082] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.097] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.097] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:23.102] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.109] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.110] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.112] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.114] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.114] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.117] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.119] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.120] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:23.122] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.125] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.125] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.129] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.132] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.132] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:23.135] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.150] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.151] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:23.155] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.161] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.162] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.164] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.166] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.167] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.169] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.171] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.171] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.176] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.178] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.179] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:23.181] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.185] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.185] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:23.187] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.205] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.206] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.209] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.216] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.217] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:23.219] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.220] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.221] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.224] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.226] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.227] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:23.230] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.233] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.234] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.237] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.255] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.256] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:23.258] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.266] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.266] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.269] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.271] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.272] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.275] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.277] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.277] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:23.282] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.283] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.285] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.286] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.290] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.291] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:23.293] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.310] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.310] Ruta asignada al zombie. Ruta: Pasaje2 | Puntos: 6
[2026-07-21 13:09:23.313] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.319] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.320] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:23.323] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.324] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.324] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.328] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.330] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.331] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:23.334] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.338] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.338] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.341] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.358] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.359] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:23.362] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.369] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.370] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.372] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.375] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.375] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.379] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.381] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.381] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:23.383] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.386] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.386] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.390] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.392] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.393] Ruta asignada al zombie. Ruta: Pasaje4 | Puntos: 6
[2026-07-21 13:09:23.397] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.417] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.417] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.419] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.426] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.428] Ruta asignada al zombie. Ruta: Pasaje1 | Puntos: 6
[2026-07-21 13:09:23.431] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.433] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.433] Ruta asignada al zombie. Ruta: Pasaje3 | Puntos: 6
[2026-07-21 13:09:23.437] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.439] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.439] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.442] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.445] Zombie inicializado. Vida: 10 | Velocidad: 35
[2026-07-21 13:09:23.446] Ruta asignada al zombie. Ruta: Pasaje5 | Puntos: 6
[2026-07-21 13:09:23.448] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.450] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.452] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.454] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.456] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.458] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.459] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.462] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.464] Vida del enemigo establecida desde Spawner: 10
[2026-07-21 13:09:23.468] Zombie inicializado. Vida: 10 | Velocidad: 35
